# Метеостанция Сыктывкар / им. П. А. Истомина (аэропорт), Россия, WMO_ID=23804, выборка с 31.12.2018 по 09.11.2020, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=23804&lang=ru
#
"Местное время в Сыктывкаре / им. П. А. Истомина (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.12.2019 09:00";"-6.6";"746.8";"758.3";"-0.5";"91";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-6.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-7.8";"";"";"";"";"";"";
"17.12.2019 06:00";"-6.5";"747.3";"758.8";"-0.2";"91";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-6.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-7.7";"0.6";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"26.0";
"17.12.2019 03:00";"-6.3";"747.5";"758.9";"-0.5";"87";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-8.2";"";"";"";"";"";"";
"17.12.2019 00:00";"-6.1";"748.0";"759.4";"-0.3";"84";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"300-600";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-8.4";"";"";"";"";"";"";
"16.12.2019 21:00";"-5.6";"748.3";"759.7";"-0.2";"82";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-8.2";"";"";"";"";"";"";
"16.12.2019 18:00";"-4.3";"748.5";"759.8";"-0.8";"77";"Ветер, дующий с юга";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"-3.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-7.7";"Следы осадков";"12";"";"";"";"";
"16.12.2019 15:00";"-3.3";"749.3";"760.6";"-1.0";"77";"Ветер, дующий с юга";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-6.8";"";"";"";"";"";"";
"16.12.2019 12:00";"-3.8";"750.3";"761.6";"-0.8";"82";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-6.4";"";"";"";"";"";"";
"16.12.2019 09:00";"-4.6";"751.1";"762.5";"-1.7";"94";"Ветер, дующий с юга";"2";"";"";"100%.";"Морось замерзающая слабая. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"4.0";"-5.5";"";"";"";"";"";"";
"16.12.2019 06:00";"-4.9";"752.8";"764.2";"-0.9";"81";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"-5.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-7.7";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"25.0";
"16.12.2019 03:00";"-4.9";"753.7";"765.2";"-0.5";"81";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-7.7";"";"";"";"";"";"";
"16.12.2019 00:00";"-3.9";"754.2";"765.6";"-1.3";"85";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-6.1";"";"";"";"";"";"";
"15.12.2019 21:00";"-5.1";"755.5";"766.9";"-0.5";"83";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-7.6";"";"";"";"";"";"";
"15.12.2019 18:00";"-5.1";"756.0";"767.5";"-0.2";"85";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"-4.8";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-7.2";"Следы осадков";"12";"";"";"";"";
"15.12.2019 15:00";"-5.4";"756.2";"767.8";"0.1";"87";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-7.2";"";"";"";"";"";"";
"15.12.2019 12:00";"-5.9";"756.1";"767.6";"0.2";"89";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-7.4";"";"";"";"";"";"";
"15.12.2019 09:00";"-5.9";"755.9";"767.5";"0.3";"92";"Ветер, дующий с юга";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"10.0";"-7.0";"";"";"";"";"";"";
"15.12.2019 06:00";"-6.1";"755.6";"767.1";"-0.5";"94";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"-6.8";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"";"";"10.0";"-6.9";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"25.0";
"15.12.2019 03:00";"-6.7";"756.1";"767.7";"0.0";"91";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"10.0";"-7.9";"";"";"";"";"";"";
"15.12.2019 00:00";"-5.9";"756.1";"767.6";"0.5";"82";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-8.5";"";"";"";"";"";"";
"14.12.2019 21:00";"-3.8";"755.6";"767.0";"0.0";"87";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-5.6";"";"";"";"";"";"";
"14.12.2019 18:00";"-2.3";"755.6";"767.0";"0.4";"92";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";" ";"";"";"";"-1.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-3.5";"Следы осадков";"12";"";"";"";"";
"14.12.2019 15:00";"-2.0";"755.2";"766.5";"1.1";"94";"Ветер, дующий с юга";"2";"";"";"100%.";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-2.9";"";"";"";"";"";"";
"14.12.2019 12:00";"-1.8";"754.1";"765.4";"0.4";"90";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-3.2";"";"";"";"";"";"";
"14.12.2019 09:00";"-1.9";"753.7";"765.1";"0.3";"90";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-3.4";"";"";"";"";"";"";
"14.12.2019 06:00";"-1.7";"753.4";"764.7";"0.5";"92";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"-2.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-2.8";"0.3";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"25.0";
"14.12.2019 03:00";"-1.7";"752.9";"764.2";"0.7";"94";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-2.5";"";"";"";"";"";"";
"14.12.2019 00:00";"-1.8";"752.2";"763.5";"0.6";"96";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"4.0";"-2.3";"";"";"";"";"";"";
"13.12.2019 21:00";"-2.0";"751.6";"762.8";"0.3";"94";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"4.0";"-2.9";"";"";"";"";"";"";
"13.12.2019 18:00";"-2.5";"751.3";"762.6";"0.4";"91";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-2.4";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"4.0";"-3.8";"Следы осадков";"12";"";"";"";"";
"13.12.2019 15:00";"-2.9";"750.9";"762.4";"0.0";"84";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-5.2";"";"";"";"";"";"";
"13.12.2019 12:00";"-3.0";"750.9";"762.2";"0.3";"82";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-5.7";"";"";"";"";"";"";
"13.12.2019 09:00";"-3.3";"750.6";"761.9";"-0.2";"84";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-5.7";"";"";"";"";"";"";
"13.12.2019 06:00";"-3.8";"750.8";"762.1";"-0.5";"82";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";" ";"";"";"-5.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-6.4";"0.3";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"25.0";
"13.12.2019 03:00";"-4.2";"751.3";"762.7";"-0.5";"77";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-7.6";"";"";"";"";"";"";
"13.12.2019 00:00";"-4.4";"751.8";"763.2";"-0.2";"72";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-8.7";"";"";"";"";"";"";
"12.12.2019 21:00";"-4.7";"752.0";"763.5";"-0.1";"62";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-10.9";"";"";"";"";"";"";
"12.12.2019 18:00";"-4.9";"752.1";"763.6";"0.0";"55";"Ветер, дующий с юго-запада";"4";"";"";"100%.";" ";"";"";"";"-4.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-12.7";"Осадков нет";"12";"";"";"";"";
"12.12.2019 15:00";"-5.3";"752.1";"763.6";"-1.4";"58";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-12.3";"";"";"";"";"";"";
"12.12.2019 12:00";"-6.9";"753.5";"765.1";"-0.8";"80";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-9.8";"";"";"";"";"";"";
"12.12.2019 09:00";"-7.6";"754.3";"765.3";"-0.3";"87";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-7.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-9.4";"";"";"";"";"";"";
"12.12.2019 06:00";"-7.3";"754.6";"766.2";"1.2";"88";"Ветер, дующий с запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-7.5";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"20–30%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-9.0";"0.2";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"24.0";
"12.12.2019 03:00";"-5.9";"753.4";"764.9";"0.9";"87";"Ветер, дующий с запада";"1";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-7.8";"";"";"";"";"";"";
"12.12.2019 00:00";"-4.7";"752.5";"763.9";"1.9";"88";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-6.4";"";"";"";"";"";"";
"11.12.2019 21:00";"-5.3";"750.6";"762.0";"1.6";"87";"Ветер, дующий с западо-северо-запада";"2";"";"";"90  или более, но не 100%";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"50%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-7.1";"";"";"";"";"";"";
"11.12.2019 18:00";"-4.8";"749.0";"760.4";"1.9";"86";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"2.2";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"4.0";"-6.8";"3.0";"12";"";"";"";"";
"11.12.2019 15:00";"-5.1";"747.1";"758.5";"1.9";"83";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Метель";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"4.0";"-7.6";"";"";"";"";"";"";
"11.12.2019 12:00";"-3.2";"745.2";"756.5";"2.9";"84";"Ветер, дующий с северо-запада";"4";"";"10";"90  или более, но не 100%";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя).  Диаметр отложения мокрого снега составляет 5 мм.";"Ливень (ливни).";"Метель";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-5.6";"";"";"";"";"";"";
"11.12.2019 09:00";"-0.2";"742.3";"753.4";"1.5";"96";"Ветер, дующий с северо-северо-запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"-0.2";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"1.0";"-0.8";"";"";"";"";"";"";
"11.12.2019 06:00";"2.0";"740.8";"751.8";"-1.2";"89";"Ветер, дующий с юго-юго-запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"2.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"300-600";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"4.0";"0.4";"0.3";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"27.0";
"11.12.2019 03:00";"2.2";"742.0";"753.1";"-1.3";"84";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"4.0";"-0.3";"";"";"";"";"";"";
"11.12.2019 00:00";"2.4";"743.3";"754.3";"-0.2";"86";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"0.3";"";"";"";"";"";"";
"10.12.2019 21:00";"2.8";"743.5";"754.6";"0.4";"81";"Ветер, дующий с западо-юго-запада";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"300-600";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-0.2";"";"";"";"";"";"";
"10.12.2019 18:00";"3.0";"743.1";"754.1";"1.7";"89";"Ветер, дующий с западо-юго-запада";"4";"";"10";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"3.5";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"1.4";"0.3";"12";"";"";"";"";
"10.12.2019 15:00";"3.0";"741.4";"752.5";"1.2";"91";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"1.7";"";"";"";"";"";"";
"10.12.2019 12:00";"2.9";"740.2";"751.1";"1.2";"88";"Ветер, дующий с юго-юго-запада";"4";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Дождь.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"1.1";"";"";"";"";"";"";
